Year,Indicator,Value
1991,Exports of goods and services (annual % growth),6.41463099988198
1992,Exports of goods and services (annual % growth),5.08226977128767
1993,Exports of goods and services (annual % growth),5.94442689978976
1994,Exports of goods and services (annual % growth),18.7822937974933
1995,Exports of goods and services (annual % growth),11.1549901024378
1996,Exports of goods and services (annual % growth),14.5358738902164
1997,Exports of goods and services (annual % growth),16.6926601338544
1998,Exports of goods and services (annual % growth),-19.9141521437233
1999,Exports of goods and services (annual % growth),10.1670403213413
2000,Exports of goods and services (annual % growth),13.7234084109387
2001,Exports of goods and services (annual % growth),-2.16816250542732
2002,Exports of goods and services (annual % growth),4.84512750155304
2003,Exports of goods and services (annual % growth),9.23322912456648
2004,Exports of goods and services (annual % growth),6.54133495106699
2005,Exports of goods and services (annual % growth),12.4981092765944
2006,Exports of goods and services (annual % growth),10.0571795501032
2007,Exports of goods and services (annual % growth),2.86215307800465
2008,Exports of goods and services (annual % growth),-4.30034824092162
2009,Exports of goods and services (annual % growth),-4.70831740356951
2010,Exports of goods and services (annual % growth),20.3077310614641
2011,Exports of goods and services (annual % growth),-0.780862427782154
2012,Exports of goods and services (annual % growth),4.50742251811317
2013,Exports of goods and services (annual % growth),1.97360862744596
2014,Exports of goods and services (annual % growth),12.137095464228
2015,Exports of goods and services (annual % growth),9.96700306756031
2016,Exports of goods and services (annual % growth),9.20645650360576
2017,Exports of goods and services (annual % growth),17.4017811484723
2018,Exports of goods and services (annual % growth),11.8163378471094
2019,Exports of goods and services (annual % growth),2.63601726823903
2020,Exports of goods and services (annual % growth),-16.1434994409059
2021,Exports of goods and services (annual % growth),8.00067108105569
2022,Exports of goods and services (annual % growth),10.9593266288208
2023,Exports of goods and services (annual % growth),1.33518858868864
2024,Exports of goods and services (annual % growth),3.30630311813186
1960,Exports of goods and services (constant 2015 US$),3186613524.39591
1961,Exports of goods and services (constant 2015 US$),3292037908.90392
1962,Exports of goods and services (constant 2015 US$),3815194944.05582
1963,Exports of goods and services (constant 2015 US$),4543582363.07871
1964,Exports of goods and services (constant 2015 US$),4816066843.57124
1965,Exports of goods and services (constant 2015 US$),5470839168.91135
1966,Exports of goods and services (constant 2015 US$),5804463196.9301
1967,Exports of goods and services (constant 2015 US$),4967428768.98921
1968,Exports of goods and services (constant 2015 US$),4407340291.12846
1969,Exports of goods and services (constant 2015 US$),4214667871.24433
1970,Exports of goods and services (constant 2015 US$),5083346182.10007
1971,Exports of goods and services (constant 2015 US$),5256850505.4322
1972,Exports of goods and services (constant 2015 US$),5913357815.42476
1973,Exports of goods and services (constant 2015 US$),6862343840.53621
1974,Exports of goods and services (constant 2015 US$),6079343615.98395
1975,Exports of goods and services (constant 2015 US$),6294158493.77967
1976,Exports of goods and services (constant 2015 US$),7101614563.11748
1977,Exports of goods and services (constant 2015 US$),8267233131.02318
1978,Exports of goods and services (constant 2015 US$),8767834413.96524
1979,Exports of goods and services (constant 2015 US$),9144338794.98516
1980,Exports of goods and services (constant 2015 US$),12785450945.2592
1981,Exports of goods and services (constant 2015 US$),13996924225.3597
1982,Exports of goods and services (constant 2015 US$),12522183176.4447
1983,Exports of goods and services (constant 2015 US$),13179572691.1277
1984,Exports of goods and services (constant 2015 US$),13895290930.0041
1985,Exports of goods and services (constant 2015 US$),11581601757.6191
1986,Exports of goods and services (constant 2015 US$),13511474570.9099
1987,Exports of goods and services (constant 2015 US$),14356039287.6163
1988,Exports of goods and services (constant 2015 US$),16479248218.5533
1989,Exports of goods and services (constant 2015 US$),17860140976.1424
1990,Exports of goods and services (constant 2015 US$),18276700398.428
1991,Exports of goods and services (constant 2015 US$),19449083287.9412
1992,Exports of goods and services (constant 2015 US$),20437538168.6768
1993,Exports of goods and services (constant 2015 US$),21652432685.2304
1994,Exports of goods and services (constant 2015 US$),25719256206.4748
1995,Exports of goods and services (constant 2015 US$),28588236690.7277
1996,Exports of goods and services (constant 2015 US$),32743786723.5284
1997,Exports of goods and services (constant 2015 US$),38209595756.2412
1998,Exports of goods and services (constant 2015 US$),30600478723.8417
1999,Exports of goods and services (constant 2015 US$),33711641734.2181
2000,Exports of goods and services (constant 2015 US$),38338028011.4374
2001,Exports of goods and services (constant 2015 US$),37506797262.7732
2002,Exports of goods and services (constant 2015 US$),39324049411.9035
2003,Exports of goods and services (constant 2015 US$),42954928995.1623
2004,Exports of goods and services (constant 2015 US$),45764754778.7289
2005,Exports of goods and services (constant 2015 US$),51484483841.1399
2006,Exports of goods and services (constant 2015 US$),56662370821.4872
2007,Exports of goods and services (constant 2015 US$),58284134612.0248
2008,Exports of goods and services (constant 2015 US$),55777713854.5002
2009,Exports of goods and services (constant 2015 US$),53151522045.7755
2010,Exports of goods and services (constant 2015 US$),63945390197.9065
2011,Exports of goods and services (constant 2015 US$),63446064671.5523
2012,Exports of goods and services (constant 2015 US$),66305846877.4145
2013,Exports of goods and services (constant 2015 US$),67614464791.8883
2014,Exports of goods and services (constant 2015 US$),75820896931.3066
2015,Exports of goods and services (constant 2015 US$),83377968054.3017
2016,Exports of goods and services (constant 2015 US$),91054124416.8113
2017,Exports of goods and services (constant 2015 US$),106899163874.482
2018,Exports of goods and services (constant 2015 US$),119530730233.626
2019,Exports of goods and services (constant 2015 US$),122681580923.437
2020,Exports of goods and services (constant 2015 US$),102876480592.967
2021,Exports of goods and services (constant 2015 US$),111107289424.977
2022,Exports of goods and services (constant 2015 US$),123283900181.489
2023,Exports of goods and services (constant 2015 US$),124929972748.403
2024,Exports of goods and services (constant 2015 US$),129060536332.865
1960,Exports of goods and services (constant LCU),147121646010.0
1961,Exports of goods and services (constant LCU),151988947570.0
1962,Exports of goods and services (constant LCU),176142401870.0
1963,Exports of goods and services (constant LCU),209771066030.0
1964,Exports of goods and services (constant LCU),222351306770.0
1965,Exports of goods and services (constant LCU),252581261400.0
1966,Exports of goods and services (constant LCU),267984232540.0
1967,Exports of goods and services (constant LCU),229339482600.0
1968,Exports of goods and services (constant LCU),203480953430.0
1969,Exports of goods and services (constant LCU),194585527820.0
1970,Exports of goods and services (constant LCU),234691233130.0
1971,Exports of goods and services (constant LCU),242701693590.0
1972,Exports of goods and services (constant LCU),273011750120.0
1973,Exports of goods and services (constant LCU),316825154220.0
1974,Exports of goods and services (constant LCU),280675090530.0
1975,Exports of goods and services (constant LCU),290592803540.0
1976,Exports of goods and services (constant LCU),327871960580.0
1977,Exports of goods and services (constant LCU),381686996830.0
1978,Exports of goods and services (constant LCU),404799082490.0
1979,Exports of goods and services (constant LCU),422181781660.0
1980,Exports of goods and services (constant LCU),590287015870.0
1981,Exports of goods and services (constant LCU),646219102300.0
1982,Exports of goods and services (constant LCU),578132298270.0
1983,Exports of goods and services (constant LCU),608483085000.0
1984,Exports of goods and services (constant LCU),641526830210.0
1985,Exports of goods and services (constant LCU),534706923500.0
1986,Exports of goods and services (constant LCU),623806546880.0
1987,Exports of goods and services (constant LCU),662798960090.0
1988,Exports of goods and services (constant LCU),760824651110.0
1989,Exports of goods and services (constant LCU),824578606180.0
1990,Exports of goods and services (constant LCU),843810592550.0
1991,Exports of goods and services (constant LCU),897937928400.0
1992,Exports of goods and services (constant LCU),943573556300.0
1993,Exports of goods and services (constant LCU),999663596600.0
1994,Exports of goods and services (constant LCU),1187423350300.0
1995,Exports of goods and services (constant LCU),1319880307500.0
1996,Exports of goods and services (constant LCU),1511736444500.0
1997,Exports of goods and services (constant LCU),1764085471300.0
1998,Exports of goods and services (constant LCU),1412782806600.0
1999,Exports of goods and services (constant LCU),1556421004200.0
2000,Exports of goods and services (constant LCU),1770015015200.0
2001,Exports of goods and services (constant LCU),1731638213300.0
2002,Exports of goods and services (constant LCU),1815538292600.0
2003,Exports of goods and services (constant LCU),1983171103000.0
2004,Exports of goods and services (constant LCU),2112896967500.0
2005,Exports of goods and services (constant LCU),2376969139400.0
2006,Exports of goods and services (constant LCU),2616025193600.0
2007,Exports of goods and services (constant LCU),2690899839200.0
2008,Exports of goods and services (constant LCU),2575181775300.0
2009,Exports of goods and services (constant LCU),2453934043600.0
2010,Exports of goods and services (constant LCU),2952272369600.0
2011,Exports of goods and services (constant LCU),2929219183900.0
2012,Exports of goods and services (constant LCU),3061251469000.0
2013,Exports of goods and services (constant LCU),3121668592100.0
2014,Exports of goods and services (constant LCU),3500548489200.0
2015,Exports of goods and services (constant LCU),3849448264500.0
2016,Exports of goods and services (constant LCU),4203846044600.0
2017,Exports of goods and services (constant LCU),4935390133100.0
2018,Exports of goods and services (constant LCU),5518572505300.0
2019,Exports of goods and services (constant LCU),5664043029500.0
2020,Exports of goods and services (constant LCU),4749668274700.0
2021,Exports of goods and services (constant LCU),5129673610800.0
2022,Exports of goods and services (constant LCU),5691851296800.0
2023,Exports of goods and services (constant LCU),5767848245800.0
2024,Exports of goods and services (constant LCU),5958550792200.0
1960,Exports of goods and services (current LCU),51690242410.0
1961,Exports of goods and services (current LCU),51690242410.0
1962,Exports of goods and services (current LCU),51690242410.0
1963,Exports of goods and services (current LCU),51690242410.0
1964,Exports of goods and services (current LCU),51690242410.0
1965,Exports of goods and services (current LCU),51690242410.0
1966,Exports of goods and services (current LCU),51690242410.0
1967,Exports of goods and services (current LCU),51690242410.0
1968,Exports of goods and services (current LCU),51690242410.0
1969,Exports of goods and services (current LCU),51690242410.0
1970,Exports of goods and services (current LCU),51690242410.0
1971,Exports of goods and services (current LCU),51690242410.0
1972,Exports of goods and services (current LCU),51690242410.0
1973,Exports of goods and services (current LCU),51690242410.0
1974,Exports of goods and services (current LCU),51690242410.0
1975,Exports of goods and services (current LCU),51690242410.0
